,total_votes,per_dem,per_gop,state_abbr,county_name,total_pop,Alabama,Alabama_CountyPopulation,Alabama_Votes,Alabama_gop,Alabama_dem,Arkansas,Arkansas_Votes,Arizona,Arizona_Votes,California,California_Votes
1600,57271,0.536746346,0.378882855,MT,Missoula County,"117,922",,,,,,,,,,,
1601,2404,0.137687188,0.815723794,MT,Musselshell County,"4,730",,,,,,,,,,,
1602,9056,0.388803004,0.537985866,MT,Park County,"17,191",,,,,,,,,,,
1603,319,0.094043887,0.865203762,MT,Petroleum County,496,,,,,,,,,,,
1604,2147,0.146716348,0.798789008,MT,Phillips County,"4,217",,,,,,,,,,,
1605,2692,0.273774146,0.663447251,MT,Pondera County,"5,898",,,,,,,,,,,
1606,1047,0.121298949,0.840496657,MT,Powder River County,"1,694",,,,,,,,,,,
1607,2768,0.19833815,0.728684971,MT,Powell County,"6,946",,,,,,,,,,,
1608,686,0.145772595,0.809037901,MT,Prairie County,"1,088",,,,,,,,,,,
1609,22063,0.27947242,0.665050084,MT,Ravalli County,"44,174",,,,,,,,,,,
1610,4812,0.139027431,0.807356608,MT,Richland County,"11,491",,,,,,,,,,,
1611,3486,0.431440046,0.493975904,MT,Roosevelt County,"10,794",,,,,,,,,,,
1612,3357,0.288650581,0.658623771,MT,Rosebud County,"8,329",,,,,,,,,,,
1613,5871,0.206268097,0.726963039,MT,Sanders County,"12,400",,,,,,,,,,,
1614,1825,0.260821918,0.677808219,MT,Sheridan County,"3,539",,,,,,,,,,,
1615,16122,0.530021089,0.387793078,MT,Silver Bow County,"35,133",,,,,,,,,,,
1616,4816,0.187707641,0.753737542,MT,Stillwater County,"8,963",,,,,,,,,,,
1617,2077,0.191622532,0.760712566,MT,Sweet Grass County,"3,678",,,,,,,,,,,
1618,3143,0.255488387,0.68469615,MT,Teton County,"6,226",,,,,,,,,,,
1619,2018,0.197720515,0.740832507,MT,Toole County,"4,971",,,,,,,,,,,
1620,441,0.133786848,0.793650794,MT,Treasure County,762,,,,,,,,,,,
1621,3860,0.229533679,0.698704663,MT,Valley County,"7,578",,,,,,,,,,,
1622,932,0.192060086,0.748927039,MT,Wheatland County,"2,069",,,,,,,,,,,
1623,533,0.103189493,0.8630394,MT,Wibaux County,937,,,,,,,,,,,
1624,64675,0.32650947,0.59798995,MT,Yellowstone County,"164,731",,,,,,,,,,,
1625,69264,0.422557173,0.552018365,NC,Alamance County,"171,415",,,,,,,,,,,
1626,18011,0.208206096,0.767641997,NC,Alexander County,"36,444",,,,,,,,,,,
1627,5214,0.24932873,0.726697353,NC,Alleghany County,"10,888",,,,,,,,,,,
1628,10394,0.556571099,0.431017895,NC,Anson County,"22,055",,,,,,,,,,,
1629,13160,0.264133739,0.710714286,NC,Ashe County,"26,577",,,,,,,,,,,
1630,8060,0.20719603,0.772456576,NC,Avery County,"17,806",,,,,,,,,,,
1631,23599,0.368617314,0.613500572,NC,Beaufort County,"44,652",,,,,,,,,,,
1632,9380,0.62228145,0.370575693,NC,Bertie County,"17,934",,,,,,,,,,,
1633,15743,0.445975989,0.540621228,NC,Bladen County,"29,606",,,,,,,,,,,
1634,67255,0.343721656,0.63103115,NC,Brunswick County,"136,693",,,,,,,,,,,
1635,134507,0.557123421,0.411420967,NC,Buncombe County,"269,452",,,,,,,,,,,
1636,37638,0.290398002,0.683909878,NC,Burke County,"87,570",,,,,,,,,,,
1637,91002,0.385134393,0.584866267,NC,Cabarrus County,"225,804",,,,,,,,,,,
1638,35747,0.235068677,0.741292976,NC,Caldwell County,"80,652",,,,,,,,,,,
1639,4939,0.256327192,0.714112168,NC,Camden County,"10,355",,,,,,,,,,,
1640,36919,0.265608494,0.710420109,NC,Carteret County,"67,686",,,,,,,,,,,
1641,10515,0.432620067,0.547598669,NC,Caswell County,"22,736",,,,,,,,,,,
1642,71065,0.296207697,0.67631042,NC,Catawba County,"160,610",,,,,,,,,,,
1643,39080,0.536156602,0.43531218,NC,Chatham County,"76,285",,,,,,,,,,,
1644,13860,0.202669553,0.772799423,NC,Cherokee County,"28,774",,,,,,,,,,,
1645,7108,0.417135622,0.56035453,NC,Chowan County,"13,708",,,,,,,,,,,
1646,5885,0.229736619,0.746813934,NC,Clay County,"11,089",,,,,,,,,,,
1647,44137,0.337494619,0.643315132,NC,Cleveland County,"99,519",,,,,,,,,,,
1648,23472,0.383052147,0.603996251,NC,Columbus County,"50,623",,,,,,,,,,,
1649,46231,0.378122905,0.596050269,NC,Craven County,"100,720",,,,,,,,,,,
1650,124402,0.566896031,0.406689603,NC,Cumberland County,"334,728",,,,,,,,,,,
1651,12423,0.231747565,0.7300974,NC,Currituck County,"28,100",,,,,,,,,,,
1652,19009,0.372402546,0.593560945,NC,Dare County,"36,915",,,,,,,,,,,
1653,72013,0.240623221,0.734172997,NC,Davidson County,"168,930",,,,,,,,,,,
1654,21350,0.244871194,0.726088993,NC,Davie County,"42,712",,,,,,,,,,,
1655,20601,0.397844765,0.589825737,NC,Duplin County,"48,715",,,,,,,,,,,
1656,150543,0.789030377,0.185189614,NC,Durham County,"324,833",,,,,,,,,,,
1657,24653,0.655173813,0.333387417,NC,Edgecombe County,"48,900",,,,,,,,,,,
1658,172509,0.536134347,0.433559988,NC,Forsyth County,"382,590",,,,,,,,,,,
1659,29902,0.428432881,0.545782891,NC,Franklin County,"68,573",,,,,,,,,,,
1660,94872,0.326566321,0.647894005,NC,Gaston County,"227,943",,,,,,,,,,,
1661,5328,0.445007508,0.535097598,NC,Gates County,"10,478",,,,,,,,,,,
1662,4094,0.185881778,0.79628725,NC,Graham County,"8,030",,,,,,,,,,,
1663,26920,0.476485884,0.501485884,NC,Granville County,"60,992",,,,,,,,,,,
1664,8013,0.44552602,0.543866217,NC,Greene County,"20,451",,,,,,,,,,,
1665,252087,0.586896587,0.386616525,NC,Guilford County,"541,299",,,,,,,,,,,
1666,24881,0.628672481,0.359872995,NC,Halifax County,"48,622",,,,,,,,,,,
1667,44955,0.365965966,0.606784562,NC,Harnett County,"133,568",,,,,,,,,,,
1668,30156,0.345337578,0.624883937,NC,Haywood County,"62,089",,,,,,,,,,,
1669,56810,0.346136244,0.625506073,NC,Henderson County,"116,281",,,,,,,,,,,
1670,10100,0.681782178,0.305049505,NC,Hertford County,"21,552",,,,,,,,,,,
1671,17847,0.538353785,0.430100297,NC,Hoke County,"52,082",,,,,,,,,,,
1672,2273,0.420589529,0.560932688,NC,Hyde County,"4,589",,,,,,,,,,,
1673,80727,0.302761158,0.670952717,NC,Iredell County,"186,693",,,,,,,,,,,
1674,18004,0.42012886,0.539102422,NC,Jackson County,"43,109",,,,,,,,,,,
1675,84553,0.332962757,0.639622485,NC,Johnston County,"215,999",,,,,,,,,,,
1676,5039,0.405040683,0.583647549,NC,Jones County,"9,172",,,,,,,,,,,
1677,24676,0.420651645,0.552155941,NC,Lee County,"63,285",,,,,,,,,,,
1678,25500,0.460862745,0.523686275,NC,Lenoir County,"55,122",,,,,,,,,,,
1679,39449,0.249334584,0.726330198,NC,Lincoln County,"86,810",,,,,,,,,,,
1680,17336,0.279245501,0.69422012,NC,Macon County,"44,578",,,,,,,,,,,
1681,10966,0.355553529,0.614171074,NC,Madison County,"37,014",,,,,,,,,,,
1682,11852,0.490550118,0.495612555,NC,Martin County,"21,193",,,,,,,,,,,
1683,19557,0.237510866,0.742291763,NC,McDowell County,"22,031",,,,,,,,,,,
1684,461834,0.632820451,0.334109225,NC,Mecklenburg County,"1,115,482",,,,,,,,,,,
1685,7948,0.199421238,0.783215903,NC,Mitchell County,"14,903",,,,,,,,,,,
1686,11449,0.35880863,0.617521181,NC,Montgomery County,"25,751",,,,,,,,,,,
1687,47746,0.338206342,0.634042642,NC,Moore County,"99,727",,,,,,,,,,,
1688,46903,0.490885444,0.493401275,NC,Nash County,"94,970",,,,,,,,,,,
1689,108737,0.461839116,0.502726763,NC,New Hanover County,"225,702",,,,,,,,,,,
1690,9761,0.6262678,0.364306936,NC,Northampton County,"17,471",,,,,,,,,,,
1691,55364,0.309876454,0.656419334,NC,Onslow County,"204,576",,,,,,,,,,,
1692,79830,0.74038582,0.230151572,NC,Orange County,"148,696",,,,,,,,,,,
1693,6772,0.358387478,0.623892499,NC,Pamlico County,"12,276",,,,,,,,,,,
1694,16964,0.498408394,0.476420656,NC,Pasquotank County,"40,568",,,,,,,,,,,
1695,27072,0.335623522,0.639664598,NC,Pender County,"60,203",,,,,,,,,,,
1696,6595,0.347384382,0.628203184,NC,Perquimans County,"13,005",,,,,,,,,,,
1697,19303,0.402631715,0.575869036,NC,Person County,"39,097",,,,,,,,,,,
1698,78264,0.523446284,0.449644792,NC,Pitt County,"170,243",,,,,,,,,,,
1699,10723,0.346451553,0.628368927,NC,Polk County,"19,328",,,,,,,,,,,
1700,63615,0.205517567,0.772710839,NC,Randolph County,"144,171",,,,,,,,,,,
1701,18813,0.44065274,0.542125126,NC,Richmond County,"42,946",,,,,,,,,,,
1702,39454,0.465782937,0.514371166,NC,Robeson County,"116,530",,,,,,,,,,,
1703,41374,0.339754435,0.639604583,NC,Rockingham County,"91,096",,,,,,,,,,,
1704,63078,0.304511874,0.671993405,NC,Rowan County,"146,875",,,,,,,,,,,
1705,29764,0.250335976,0.728867088,NC,Rutherford County,"64,444",,,,,,,,,,,
1706,25638,0.409002262,0.575746938,NC,Sampson County,"59,036",,,,,,,,,,,
1707,13743,0.529651459,0.452011933,NC,Scotland County,"34,174",,,,,,,,,,,
1708,29451,0.237954569,0.7398051,NC,Stanly County,"62,504",,,,,,,,,,,
1709,22182,0.209404021,0.765305202,NC,Stokes County,"44,520",,,,,,,,,,,
1710,31663,0.234911411,0.742033288,NC,Surry County,"71,359",,,,,,,,,,,
1711,5982,0.365429622,0.594617185,NC,Swain County,"14,117",,,,,,,,,,,
1712,17440,0.373853211,0.598681193,NC,Transylvania County,"32,986",,,,,,,,,,,
1713,1700,0.414705882,0.569411765,NC,Tyrrell County,"3,245",,,,,,,,,,,
1714,103596,0.328690297,0.639648249,NC,Union County,"238,267",,,,,,,,,,,
1715,19762,0.615727153,0.369598219,NC,Vance County,"42,578",,,,,,,,,,,
1716,510940,0.58392962,0.378923161,NC,Wake County,"1,129,410",,,,,,,,,,,
1717,10123,0.658698014,0.326187889,NC,Warren County,"18,642",,,,,,,,,,,
1718,6115,0.570727719,0.418642682,NC,Washington County,"11,003",,,,,,,,,,,
1719,28769,0.485001217,0.469985053,NC,Watauga County,"54,086",,,,,,,,,,,
1720,49824,0.43192036,0.549132948,NC,Wayne County,"117,333",,,,,,,,,,,
1721,30844,0.213850344,0.765562184,NC,Wilkes County,"65,969",,,,,,,,,,,
1722,37593,0.519431809,0.463118134,NC,Wilson County,"78,784",,,,,,,,,,,
1723,17350,0.180979827,0.796253602,NC,Yadkin County,"37,214",,,,,,,,,,,
1724,9808,0.32432708,0.649163948,NC,Yancey County,"18,470",,,,,,,,,,,
1725,1206,0.179104478,0.749585406,ND,Adams County,"2,200",,,,,,,,,,,
1726,5253,0.304016752,0.600799543,ND,Barnes County,"10,853",,,,,,,,,,,
1727,1940,0.434020619,0.477835052,ND,Benson County,"5,964",,,,,,,,,,,
1728,592,0.097972973,0.831081081,ND,Billings County,945,,,,,,,,,,,
1729,3437,0.213558336,0.722141402,ND,Bottineau County,"6,379",,,,,,,,,,,
1730,1769,0.128321085,0.816845676,ND,Bowman County,"2,993",,,,,,,,,,,
1731,1031,0.114451988,0.85257032,ND,Burke County,"2,201",,,,,,,,,,,
1732,46874,0.231791612,0.693326791,ND,Burleigh County,"98,458",,,,,,,,,,,
1733,78807,0.397058637,0.504244547,ND,Cass County,"184,525",,,,,,,,,,,
1734,1969,0.24174708,0.688674454,ND,Cavalier County,"3,704",,,,,,,,,,,
1735,2372,0.232293423,0.698145025,ND,Dickey County,"4,999",,,,,,,,,,,
1736,1187,0.204717776,0.724515586,ND,Divide County,"2,195",,,,,,,,,,,
1737,2199,0.161891769,0.797180537,ND,Dunn County,"4,095",,,,,,,,,,,
1738,1219,0.290401969,0.64807219,ND,Eddy County,"2,347",,,,,,,,,,,
1739,1959,0.109749872,0.853496682,ND,Emmons County,"3,301",,,,,,,,,,,
1740,1699,0.203649205,0.728075338,ND,Foster County,"3,397",,,,,,,,,,,
1741,942,0.105095541,0.841825902,ND,Golden Valley County,"1,736",,,,,,,,,,,
1742,29711,0.364444145,0.549459796,ND,Grand Forks County,"73,170",,,,,,,,,,,
1743,1361,0.137398971,0.806759735,ND,Grant County,"2,301",,,,,,,,,,,
1744,1247,0.238973536,0.679230152,ND,Griggs County,"2,306",,,,,,,,,,,
1745,1261,0.133227597,0.818398097,ND,Hettinger County,"2,489",,,,,,,,,,,
1746,1358,0.131811487,0.81443299,ND,Kidder County,"2,394",,,,,,,,,,,
1747,2115,0.236406619,0.697399527,ND,LaMoure County,"4,093",,,,,,,,,,,
1748,1030,0.108737864,0.841747573,ND,Logan County,"1,876",,,,,,,,,,,
1749,2687,0.176404913,0.740975065,ND,McHenry County,"5,345",,,,,,,,,,,
1750,1423,0.16373858,0.769501054,ND,McIntosh County,"2,530",,,,,,,,,,,
1751,4594,0.151501959,0.796909012,ND,McKenzie County,"14,704",,,,,,,,,,,
1752,5206,0.205532078,0.735113331,ND,McLean County,"9,771",,,,,,,,,,,
1753,4564,0.134969325,0.813978966,ND,Mercer County,"8,350",,,,,,,,,,,
1754,15547,0.197915997,0.728050428,ND,Morton County,"33,291",,,,,,,,,,,
1755,4009,0.302070342,0.636318284,ND,Mountrail County,"9,809",,,,,,,,,,,
1756,1694,0.316410862,0.605076741,ND,Nelson County,"3,015",,,,,,,,,,,
1757,1002,0.118762475,0.825349301,ND,Oliver County,"1,877",,,,,,,,,,,
1758,3093,0.220174588,0.712576786,ND,Pembina County,"6,844",,,,,,,,,,,
1759,2020,0.213366337,0.709405941,ND,Pierce County,"3,990",,,,,,,,,,,
1760,5218,0.288424684,0.616328095,ND,Ramsey County,"11,605",,,,,,,,,,,
1761,2317,0.360811394,0.521795425,ND,Ransom County,"5,703",,,,,,,,,,,
1762,1255,0.15936255,0.779282869,ND,Renville County,"2,282",,,,,,,,,,,
1763,7460,0.276675603,0.637935657,ND,Richland County,"16,529",,,,,,,,,,,
1764,3662,0.572637903,0.330420535,ND,Rolette County,"12,187",,,,,,,,,,,
1765,1978,0.350353893,0.550050556,ND,Sargent County,"3,862",,,,,,,,,,,
1766,774,0.121447028,0.832041344,ND,Sheridan County,"1,265",,,,,,,,,,,
1767,1177,0.644010195,0.217502124,ND,Sioux County,"3,898",,,,,,,,,,,
1768,427,0.098360656,0.845433255,ND,Slope County,706,,,,,,,,,,,
1769,12115,0.144036319,0.8021461,ND,Stark County,"33,646",,,,,,,,,,,
1770,984,0.366869919,0.545731707,ND,Steele County,"1,798",,,,,,,,,,,
1771,9938,0.249949688,0.674783659,ND,Stutsman County,"21,593",,,,,,,,,,,
1772,1137,0.26824978,0.64467898,ND,Towner County,"2,162",,,,,,,,,,,
1773,3864,0.320652174,0.585662526,ND,Traill County,"7,997",,,,,,,,,,,
1774,4543,0.256658596,0.658375523,ND,Walsh County,"10,563",,,,,,,,,,,
1775,26861,0.215628607,0.692490972,ND,Ward County,"69,919",,,,,,,,,,,
1776,2352,0.178146259,0.762329932,ND,Wells County,"3,982",,,,,,,,,,,
1777,12529,0.137441137,0.800782185,ND,Williams County,"40,950",,,,,,,,,,,
1778,13172,0.248405709,0.698830853,NE,Adams County,"31,205",,,,,,,,,,,
1779,3220,0.118322981,0.84378882,NE,Antelope County,"6,295",,,,,,,,,,,
1780,263,0.060836502,0.901140684,NE,Arthur County,434,,,,,,,,,,,
1781,390,0.046153846,0.91025641,NE,Banner County,674,,,,,,,,,,,
1782,313,0.095846645,0.872204473,NE,Blaine County,431,,,,,,,,,,,
1783,2867,0.144401814,0.801883502,NE,Boone County,"5,379",,,,,,,,,,,
1784,4761,0.200168032,0.745641672,NE,Box Butte County,"10,842",,,,,,,,,,,
1785,1142,0.112084063,0.856392294,NE,Boyd County,"1,810",,,,,,,,,,,
1786,1579,0.09689677,0.873970868,NE,Brown County,"2,903",,,,,,,,,,,
1787,20477,0.229037457,0.704400059,NE,Buffalo County,"50,084",,,,,,,,,,,
1788,3523,0.263411865,0.669883622,NE,Burt County,"6,722",,,,,,,,,,,
1789,3914,0.17629024,0.783852836,NE,Butler County,"8,369",,,,,,,,,,,
1790,12609,0.274486478,0.665239115,NE,Cass County,"26,598",,,,,,,,,,,
1791,4360,0.131192661,0.810321101,NE,Cedar County,"8,380",,,,,,,,,,,
1792,1851,0.092382496,0.875742842,NE,Chase County,"3,893",,,,,,,,,,,
1793,3082,0.102855289,0.851070733,NE,Cherry County,"5,455",,,,,,,,,,,
1794,4569,0.153644123,0.790107244,NE,Cheyenne County,"9,468",,,,,,,,,,,
1795,2973,0.158089472,0.798183653,NE,Clay County,"6,104",,,,,,,,,,,
1796,3172,0.270176545,0.68442623,NE,Colfax County,"10,582",,,,,,,,,,,
1797,3988,0.178535607,0.776078235,NE,Cuming County,"9,013",,,,,,,,,,,
1798,5489,0.115685917,0.840954637,NE,Custer County,"10,545",,,,,,,,,,,
1799,7259,0.400055104,0.554897369,NE,Dakota County,"21,582",,,,,,,,,,,
1800,3578,0.219396311,0.715204025,NE,Dawes County,"8,199",,,,,,,,,,,
1801,8486,0.249351874,0.699387226,NE,Dawson County,"24,111",,,,,,,,,,,
1802,977,0.122824974,0.828045036,NE,Deuel County,"1,838",,,,,,,,,,,
1803,2744,0.202623907,0.743804665,NE,Dixon County,"5,606",,,,,,,,,,,
1804,14959,0.297546627,0.650845645,NE,Dodge County,"37,167",,,,,,,,,,,
1805,219531,0.479235279,0.465314694,NE,Douglas County,"584,526",,,,,,,,,,,
1806,949,0.093782929,0.867228662,NE,Dundy County,"1,654",,,,,,,,,,,
1807,2879,0.211879125,0.729419937,NE,Fillmore County,"5,551",,,,,,,,,,,
1808,1656,0.150966184,0.812198068,NE,Franklin County,"2,889",,,,,,,,,,,
1809,1310,0.122900763,0.844274809,NE,Frontier County,"2,519",,,,,,,,,,,
1810,2315,0.131317495,0.827213823,NE,Furnas County,"4,636",,,,,,,,,,,
1811,9854,0.297341181,0.642683174,NE,Gage County,"21,704",,,,,,,,,,,
1812,1063,0.143932267,0.817497648,NE,Garden County,"1,874",,,,,,,,,,,
1813,968,0.125,0.84607438,NE,Garfield County,"1,813",,,,,,,,,,,
1814,1000,0.165,0.792,NE,Gosper County,"1,893",,,,,,,,,,,
1815,394,0.050761421,0.931472081,NE,Grant County,611,,,,,,,,,,,
1816,1165,0.180257511,0.781974249,NE,Greeley County,"2,188",,,,,,,,,,,
1817,21331,0.287937743,0.662838123,NE,Hall County,"62,895",,,,,,,,,,,
1818,4902,0.178090575,0.767645859,NE,Hamilton County,"9,429",,,,,,,,,,,
1819,1582,0.138432364,0.82300885,NE,Harlan County,"3,073",,,,,,,,,,,
1820,510,0.058823529,0.923529412,NE,Hayes County,856,,,,,,,,,,,
1821,1440,0.109722222,0.844444444,NE,Hitchcock County,"2,616",,,,,,,,,,,
1822,4979,0.104840329,0.858606146,NE,Holt County,"10,127",,,,,,,,,,,
1823,414,0.096618357,0.857487923,NE,Hooker County,711,,,,,,,,,,,
1824,2958,0.183908046,0.77214334,NE,Howard County,"6,475",,,,,,,,,,,
1825,3430,0.242274052,0.695918367,NE,Jefferson County,"7,240",,,,,,,,,,,
1826,2051,0.273037543,0.657240371,NE,Johnson County,"5,290",,,,,,,,,,,
1827,3242,0.169648365,0.776989513,NE,Kearney County,"6,688",,,,,,,,,,,
1828,3945,0.141951838,0.811913815,NE,Keith County,"8,335",,,,,,,,,,,
1829,514,0.075875486,0.891050584,NE,Keya Paha County,769,,,,,,,,,,,
1830,1636,0.138753056,0.805012225,NE,Kimball County,"3,434",,,,,,,,,,,
1831,4061,0.176065009,0.783304605,NE,Knox County,"8,391",,,,,,,,,,,
1832,129803,0.466345154,0.465751947,NE,Lancaster County,"322,608",,,,,,,,,,,
1833,15674,0.18361618,0.765088682,NE,Lincoln County,"34,676",,,,,,,,,,,
1834,451,0.070953437,0.88691796,NE,Logan County,716,,,,,,,,,,,
1835,382,0.12565445,0.845549738,NE,Loup County,607,,,,,,,,,,,
1836,13956,0.190813987,0.753654342,NE,Madison County,399,,,,,,,,,,,
1837,286,0.048951049,0.898601399,NE,McPherson County,"35,585",,,,,,,,,,,
1838,3707,0.162125708,0.786080388,NE,Merrick County,"7,668",,,,,,,,,,,
1839,2166,0.130193906,0.825484765,NE,Morrill County,"4,555",,,,,,,,,,,
1840,1599,0.175109443,0.786116323,NE,Nance County,"3,380",,,,,,,,,,,
1841,3035,0.252059308,0.681383855,NE,Nemaha County,"7,074",,,,,,,,,,,
1842,2153,0.161634928,0.793776126,NE,Nuckolls County,"4,095",,,,,,,,,,,
1843,7279,0.277098503,0.66396483,NE,Otoe County,"15,912",,,,,,,,,,,
1844,1314,0.212328767,0.738203957,NE,Pawnee County,"2,544",,,,,,,,,,,
1845,1418,0.112834979,0.847672779,NE,Perkins County,"2,858",,,,,,,,,,,
1846,4609,0.123888045,0.831416793,NE,Phelps County,"8,968",,,,,,,,,,,
1847,3580,0.106703911,0.852513966,NE,Pierce County,"7,317",,,,,,,,,,,
1848,14047,0.185947177,0.773403574,NE,Platte County,"34,296",,,,,,,,,,,
1849,2538,0.161938534,0.795508274,NE,Polk County,"5,214",,,,,,,,,,,
1850,5061,0.126062043,0.832246592,NE,Red Willow County,"10,702",,,,,,,,,,,
1851,3666,0.217675941,0.732133115,NE,Richardson County,"7,871",,,,,,,,,,,
1852,793,0.088272383,0.866330391,NE,Rock County,"1,262",,,,,,,,,,,
1853,4795,0.339937435,0.594160584,NE,Saline County,"14,292",,,,,,,,,,,
1854,77781,0.35617953,0.57403479,NE,Sarpy County,"190,604",,,,,,,,,,,
1855,10598,0.236742782,0.706359691,NE,Saunders County,"22,278",,,,,,,,,,,
1856,13895,0.22677222,0.716228859,NE,Scotts Bluff County,"36,084",,,,,,,,,,,
1857,7754,0.242584473,0.702992004,NE,Seward County,"17,609",,,,,,,,,,,
1858,2565,0.111500975,0.854580897,NE,Sheridan County,"5,127",,,,,,,,,,,
1859,1553,0.217643271,0.735994849,NE,Sherman County,"2,959",,,,,,,,,,,
1860,709,0.108603667,0.849083216,NE,Sioux County,"1,135",,,,,,,,,,,
1861,2748,0.151746725,0.790756914,NE,Stanton County,"5,842",,,,,,,,,,,
1862,2613,0.187523919,0.762724837,NE,Thayer County,"5,034",,,,,,,,,,,
1863,387,0.07751938,0.888888889,NE,Thomas County,669,,,,,,,,,,,
1864,2029,0.44898965,0.49926072,NE,Thurston County,"6,773",,,,,,,,,,,
1865,2172,0.155156538,0.814917127,NE,Valley County,"4,059",,,,,,,,,,,
1866,10584,0.246220711,0.696712018,NE,Washington County,"20,865",,,,,,,,,,,
1867,3740,0.221390374,0.715240642,NE,Wayne County,"9,697",,,,,,,,,,,
1868,1687,0.181387078,0.78245406,NE,Webster County,"3,395",,,,,,,,,,,
1869,459,0.135076253,0.821350763,NE,Wheeler County,774,,,,,,,,,,,
1870,6256,0.188778772,0.749040921,NE,York County,"14,125",,,,,,,,,,,
1871,34462,0.392229122,0.560472404,NH,Belknap County,"63,705",,,,,,,,,,,
1872,29063,0.446856828,0.503561229,NH,Carroll County,"50,107",,,,,,,,,,,
1873,41080,0.537098345,0.410808179,NH,Cheshire County,"76,458",,,,,,,,,,,
1874,15255,0.429891839,0.521206162,NH,Coos County,"31,268",,,,,,,,,,,
1875,50065,0.569459702,0.379706382,NH,Grafton County,"91,118",,,,,,,,,,,
1876,210622,0.472832847,0.474845933,NH,Hillsborough County,"422,937",,,,,,,,,,,
1877,81982,0.490327145,0.459539899,NH,Merrimack County,"153,808",,,,,,,,,,,
1878,179005,0.446881372,0.505276389,NH,Rockingham County,"314,176",,,,,,,,,,,
1879,67918,0.513766601,0.428045584,NH,Strafford County,"130,889",,,,,,,,,,,
1880,22101,0.461970047,0.488484684,NH,Sullivan County,"43,063",,,,,,,,,,,
1881,105738,0.515160113,0.452836256,NJ,Atlantic County,"274,534",,,,,,,,,,,
1882,383965,0.544974151,0.425090829,NJ,Bergen County,"955,732",,,,,,,,,,,
1883,194988,0.555731635,0.40791741,NJ,Burlington County,"461,860",,,,,,,,,,,
1884,220437,0.645876146,0.322178219,NJ,Camden County,"523,485",,,,,,,,,,,
1885,48375,0.385033592,0.583710594,NJ,Cape May County,"95,263",,,,,,,,,,,
1886,53018,0.510109774,0.456693953,NJ,Cumberland County,"154,152",,,,,,,,,,,
1887,299808,0.770596515,0.206995811,NJ,Essex County,"863,728",,,,,,,,,,,
1888,138388,0.479485215,0.483777495,NJ,Gloucester County,"302,294",,,,,,,,,,,
1889,201425,0.744594762,0.226461462,NJ,Hudson County,"724,854",,,,,,,,,,,
1890,70582,0.407993539,0.546385764,NJ,Hunterdon County,"128,947",,,,,,,,,,,
1891,141332,0.663126539,0.30144624,NJ,Mercer County,"387,340",,,,,,,,,,,
1892,282668,0.583323899,0.385544172,NJ,Middlesex County,"863,162",,,,,,,,,,,
1893,311474,0.436071711,0.530718455,NJ,Monmouth County,"643,615",,,,,,,,,,,
1894,248848,0.459867067,0.503825628,NJ,Morris County,"509,285",,,,,,,,,,,
1895,259592,0.315283214,0.655270578,NJ,Ocean County,"637,229",,,,,,,,,,,
1896,189099,0.595497596,0.378045362,NJ,Passaic County,"524,118",,,,,,,,,,,
1897,29220,0.402669405,0.55633128,NJ,Salem County,"64,837",,,,,,,,,,,
1898,154249,0.543530266,0.419062684,NJ,Somerset County,"345,361",,,,,,,,,,,
1899,73860,0.326726239,0.629379908,NJ,Sussex County,"144,221",,,,,,,,,,,
1900,219385,0.66281651,0.308052055,NJ,Union County,"575,345",,,,,,,,,,,
1901,48442,0.35074935,0.606766855,NJ,Warren County,"109,632",,,,,,,,,,,
1902,269861,0.526048595,0.347860565,NM,Bernalillo County,"676,444",,,,,,,,,,,
1903,2024,0.210474308,0.717885375,NM,Catron County,"3,579",,,,,,,,,,,
1904,20159,0.274319163,0.638374919,NM,Chaves County,"65,157",,,,,,,,,,,
1905,7975,0.466583072,0.39862069,NM,Cibola County,"27,172",,,,,,,,,,,
1906,5271,0.401821286,0.487383798,NM,Colfax County,"12,387",,,,,,,,,,,
1907,11292,0.245837761,0.669500531,NM,Curry County,"48,430",,,,,,,,,,,
1908,903,0.212624585,0.683277962,NM,De Baca County,"1,698",,,,,,,,,,,
1909,69324,0.541558479,0.361995846,NM,Dona Ana County,"219,561",,,,,,,,,,,
1910,19523,0.256517953,0.672232751,NM,Eddy County,"62,314",,,,,,,,,,,
1911,12633,0.492836223,0.415657405,NM,Grant County,"28,185",,,,,,,,,,,
1912,1809,0.531785517,0.326699834,NM,Guadalupe County,"4,452",,,,,,,,,,,
1913,527,0.29601518,0.590132827,NM,Harding County,657,,,,,,,,,,,
1914,1836,0.424836601,0.493464052,NM,Hidalgo County,"4,178",,,,,,,,,,,
1915,17369,0.223213772,0.708503656,NM,Lea County,"74,455",,,,,,,,,,,
1916,8856,0.262985547,0.6649729,NM,Lincoln County,"20,269",,,,,,,,,,,
1917,10430,0.521860019,0.319175455,NM,Los Alamos County,"19,419",,,,,,,,,,,
1918,7245,0.440993789,0.48005521,NM,Luna County,"25,427",,,,,,,,,,,
1919,20791,0.633062383,0.235342215,NM,McKinley County,"72,902",,,,,,,,,,,
1920,2429,0.631123919,0.27254014,NM,Mora County,"4,189",,,,,,,,,,,
1921,19636,0.307241801,0.598696272,NM,Otero County,"67,839",,,,,,,,,,,
1922,3550,0.286197183,0.621971831,NM,Quay County,"8,746",,,,,,,,,,,
1923,14767,0.645628767,0.242635606,NM,Rio Arriba County,"40,363",,,,,,,,,,,
